company,title,location,link,job_posted,category,source,description
BMW Group,Spezialist Data Science & Analytics Service Inclusive (w/m/x),"München, München (Kreis)",https://www.adzuna.de/details/4564887699?utm_medium=api&utm_source=16b1dafa,2024-02-10 17:06:11+00:00,"GEMEINSAM DIE ZUKUNFT DER MOBILITÄT GESTALTEN. TEILEN SIE IHRE LEIDENSCHAFT. Wer lenken will, muss steuern können. Eigene Netzwerke aufbauen, Spielräume für neue Ideen nutzen, Eigenverantwortung konsequent wahrnehmen. Kolleg:innen mit dem eigenen Enthusiasmus anstecken. Nur so gibt man Ideen den Drive, der sie zu echten Innovationen werden lässt. Description Im Rahmen der BMW Group Aftersales Strategie wurde das Service Inclusive Produktportfolio als wichtigstes Retention Tool bestätigt und ist…",Unknown,Adzuna
CHECK24,(Senior) Business Intelligence Manager (m/w/d) Karten & Konten,"München, München (Kreis)",https://www.adzuna.de/land/ad/4535164458?se=tJXUW6DM7hGaHTZo05CN9g&utm_medium=api&utm_source=16b1dafa&v=80E40D161121D89CF4D16C144BEEF5A1B3A3BBEB,2024-01-21 01:11:25+00:00,"CHECK24 ist eines der führenden Online-Unternehmen und Deutschlands größtes Vergleichsportal. Und wir wachsen weiter – mit Dir Wenn Du etwas bewegen willst, bist Du bei uns genau richtig. Erlebe die Dynamik des E-Commerce, agile Prozesse, flache Hierarchien und steile Entwicklungskurven. Du bringst bereits mehrjährige Erfahrungen im Business Intelligence und Data Warehouse Umfeld mit und hast Lust für deine Karriere den nächsten Schritt zu gehen? Wir suchen für unser BI Team einen (Senior) Busi…",Unknown,Adzuna
ProSiebenSat.1 Careers,Senior Manager Portfolio Content Strategy (m/w/d),"München, München (Kreis)",https://www.adzuna.de/land/ad/4563768465?se=tJXUW6DM7hGaHTZo05CN9g&utm_medium=api&utm_source=16b1dafa&v=E2B3815DCA5A1A89954CCD9114DCCEAC8E5711F6,2024-02-09 13:44:48+00:00,"Let's CreateMomentsThatMatter together ProSiebenSat.1 ist das Zuhause von populärer Unterhaltung sowie Infotainment und einer der führenden Entertainment- und Commerce-Anbieter im deutschsprachigen Raum. Unser Entertainment-Portfolio wird durch digitale Verbrauchermarken in den Segmenten Commerce & Ventures sowie Dating & Video ergänzt. Hinter ProSiebenSat.1 stehen rund 7.000 Mitarbeiter:innen, die unsere Zuschauer:innen und Kund:innen jeden Tag aufs Neue und mit großer Leidenschaft begeistern …","Stellen aus PR, Werbung & Marketing",Adzuna
BMW Group,Praktikant Kreditrisiko mit Schwerpunkt Data Science / Scoring Modellen (w/m/x),"München, München (Kreis)",https://www.adzuna.de/details/4570274839?utm_medium=api&utm_source=16b1dafa,2024-02-15 17:07:35+00:00,"SO VIEL UNTERNEHMEN GEHT NUR IN WENIGEN UNTERNEHMEN. TEILE DEINE LEIDENSCHAFT. Erfolg ist Teamarbeit. Nur wenn Experten ihr Fachwissen und ihre Begeisterung teilen, entsteht ein Workflow, in dem Ideen fließen. Das nennen wir Innovationskultur. Deshalb geben wir Studierenden bei uns nicht nur die Gelegenheit zum Zuhören, sondern vor allem auch zum Mitreden und Weiterdenken. Description Wir, die BMW Group, bieten dir ein abwechslungsreiches und spannendes Praktikum in einem internationalen Team, …",Unknown,Adzuna
check24,Working Student (m/f/d) Data Science / Machine Learning Factory,"Altstadt-Lehel, München",https://www.adzuna.de/details/4558111758?utm_medium=api&utm_source=16b1dafa,2024-02-05 17:04:39+00:00,"CHECK24 - The Best of Both Worlds: We are Germany's largest comparison portal and a dynamic startup in one. In small agile teams, we work daily on more than 50 products to make life easier for our over 15 million customers: We create transparency, make complex products easily understandable, and help consumers save time and money. We are looking for a highly motivated working student (m/f/d) Data Science / Machine Learning to join our team. As a working student, you will have the opportunity to…",Stellen aus Buchhaltung & Finanzwesen,Adzuna
BRL Risk Consulting GmbH & Co. KG,Praktikum - Risk Advisory Services (RAS) / Data Science (m/w/d),"Altstadt-Lehel, München",https://www.adzuna.de/details/4568239902?utm_medium=api&utm_source=16b1dafa,2024-02-14 11:19:19+00:00,"Über BRL Risk Consulting GmbH & Co. KG:  Wir sind eine international ausgerichtete Partnerschaft von Rechtsanwälten, Wirtschaftsprüfern und Steuerberatern, die im Jahr 2006 gegründet wurde. Heute sind wir mit rund 380 Mitarbeitern an den Standorten Hamburg, Berlin, Bochum, Hannover, Dortmund, München und Bielefeld vertreten. Durch eine eigene Gesellschaft sowie über Moore Global, ein globales Netzwerk unabhängiger WP/StB-Gesellschaften, sind wir bestens aufgestellt, um auch für länderübergr…",Unknown,Adzuna
Jochen Schweizer mydays Holding GmbH,Director of Operations (m/w/d),"München, München (Kreis)",https://www.adzuna.de/land/ad/4557963010?se=tJXUW6DM7hGaHTZo05CN9g&utm_medium=api&utm_source=16b1dafa&v=006C7EB60FE2FE71B5A6A928016668111296F0DB,2024-02-05 13:19:21+00:00,"Willkommen bei der Jochen Schweizer mydays Group Seit Oktober 2017 sind wir eine Tochter der ProSiebenSat.1 Group. Zur Gruppe gehören die beiden Erlebnisanbieter Jochen Schweizer und mydays. Zusammen können wir mit gebündelter Kompetenz und Stärke das Leben unserer KundInnen noch umfassender bereichern: Wir zeigen den komfortabelsten Weg zu einem spürbaren, unvergesslichen Erlebnis auf – für jeden, zu jeder Zeit, an jedem Ort. Unsere Vision: Menschen dazu zu inspirieren, ihr bestes Leben zu leb…",Beraterstellen,Adzuna
Pixida GmbH,Scrum Master (m/w/d),"München, München (Kreis)",https://www.adzuna.de/land/ad/4549544458?se=tJXUW6DM7hGaHTZo05CN9g&utm_medium=api&utm_source=16b1dafa&v=4EB57237137ECFBDE743FC6774FA4CDF78902F55,2024-01-30 07:00:19+00:00,"Job offer [ ](https://www.pixida.com/) Scrum Master (m/w/d) Pixida ist ein renommierter Technologiepartner, der Innovationen in den Bereichen Digital Services, Data Science, Location-based Services, Mobile & Cloud Applications und Embedded Systems vorantreibt. Unser Kundenportfolio erstreckt sich von mittelständischen Unternehmen bis hin zu internationalen Großkonzernen. Wir generieren durch professionelle Dienstleistungen umfassende Lösungen, von der Idee über die Implementierung bis hin zur U…",Beraterstellen,Adzuna
PIXIDA GmbH,Scrum Master (m/w/d),"München, München (Kreis)",https://www.adzuna.de/land/ad/4554458267?se=tJXUW6DM7hGaHTZo05CN9g&utm_medium=api&utm_source=16b1dafa&v=753A23A15324B3AA82AE37BE2E3302C46DD4093B,2024-02-02 13:24:14+00:00,"Pixida ist ein renommierter Technologiepartner, der Innovationen in den Bereichen Digital Services, Data Science, Location-based Services, Mobile & Cloud Applications und Embedded Systems vorantreibt. Unser Kundenportfolio erstreckt sich von mittelständischen Unternehmen bis hin zu internationalen Großkonzernen. Wir generieren durch professionelle Dienstleistungen umfassende Lösungen, von der Idee über die Implementierung bis hin zur Umsetzung. Zur Unterstützung unserer Produktentwicklungsteams…",IT-Stellen,Adzuna
ASAP,"Student | Data Science / KI Automotive (m/w/d) - Entwicklung, Forschung, IT","München, München (Kreis)",https://www.adzuna.de/details/4567054620?utm_medium=api&utm_source=16b1dafa,2024-02-13 11:23:29+00:00,"DIE ASAP GRUPPE Was macht uns groß? Die Menschen der ASAP Gruppe Mit Fokus auf zukunftsorientierte Technologien haben wir es in kürzester Zeit zum Top Engineering Partner geschafft. Als eigenständige Tochtergesellschaft des Global Player HCLTech verbinden wir Stabilität mit innovativem Mindset. Du suchst Menschen, Projekte und Entwicklungschancen, die dich nach vorne bringen? Dann bewirb dich jetzt und werde Teil unserer Erfolgsstory Von Requirement Engineering, über Funktions- und Softwareentw…",Technikerstellen,Adzuna
Horváth & Partners,Praktikum als Fellow Consultant (w/m/d) Steering Lab - Schwerpunkt Data Science,"Altstadt-Lehel, München",https://www.adzuna.de/details/4549090670?utm_medium=api&utm_source=16b1dafa,2024-01-29 19:19:15+00:00,"In unserem Steering Lab entwickeln wir für unsere Kunden state-of-the-art Lösungen im Bereich Big Data Analytics und Machine Learning und bauen damit die Brücke zwischen Wissenschaft und Industrie. Konkret lösen wir komplexe Problemstellungen mit fortgeschrittenen mathematischen und statistischen Methoden. Dabei nutzen wir das gesamte Spektrum quantitativer Algorithmen wie beispielsweise Ansätze aus dem Forecasting, der mathematischen Optimierung oder dem Deep Learning. Unsere Kunden stammen au…",Unknown,Adzuna
Aioi Nissay Dowa Insurance Company of Europe SE,Actuary Non-Life (m/w/d),"Ismaning, München (Kreis)",https://www.adzuna.de/land/ad/4567938438?se=GMHNX6DM7hG0aOMNCeDYeg&utm_medium=api&utm_source=16b1dafa&v=50451D0D09C1AE2E9A64CE49D8E36324E601B010,2024-02-14 01:23:35+00:00,"Aioi Nissay Dowa Insurance Company of Europe SE is a European public limited company headquartered in Luxembourg and active on the German market as an insurance company in the private and commercial customer sector with its headquarters in Ismaning. The company is part of one of the largest insurance groups in the world, MS&AD Group Holdings, Inc., an insurance partner of the Toyota organization and a major shareholder of Box Innovation Group Limited, one of Europe's leading telematics provider…",Unknown,Adzuna
PIXIDA GmbH,SPS-Automatisierungsingenieur (m/w/d),"München, München (Kreis)",https://www.adzuna.de/land/ad/4554458628?se=GMHNX6DM7hG0aOMNCeDYeg&utm_medium=api&utm_source=16b1dafa&v=F8A127694AF96929379D5820C9B3F6A977101338,2024-02-02 13:24:18+00:00,"Pixida ist ein renommierter Technologiepartner, der Innovationen in den Bereichen Digital Services, Data Science, Location-based Services, Mobile & Cloud Applications und Embedded Systems vorantreibt. Unser Kundenportfolio erstreckt sich von mittelständischen Unternehmen bis hin zu internationalen Großkonzernen. Wir generieren durch professionelle Dienstleistungen umfassende Lösungen, von der Idee über die Implementierung bis hin zur Umsetzung. Bereichere unser Team als erfahrene Fachkraft im B…",Unknown,Adzuna
Pixida GmbH,SPS-Automatisierungsingenieur (m/w/d),"München, München (Kreis)",https://www.adzuna.de/land/ad/4549544459?se=GMHNX6DM7hG0aOMNCeDYeg&utm_medium=api&utm_source=16b1dafa&v=2ACB80D6FB8EFF984F1F4A641DAFC4CF2221D927,2024-01-30 07:00:19+00:00,"Job offer [ ](https://www.pixida.com/) SPS-Automatisierungsingenieur (m/w/d) Pixida ist ein renommierter Technologiepartner, der Innovationen in den Bereichen Digital Services, Data Science, Location-based Services, Mobile & Cloud Applications und Embedded Systems vorantreibt. Unser Kundenportfolio erstreckt sich von mittelständischen Unternehmen bis hin zu internationalen Großkonzernen. Wir generieren durch professionelle Dienstleistungen umfassende Lösungen, von der Idee über die Implementier…",Beraterstellen,Adzuna
TÜV SÜD,Data Quality Officer (f/m/d),"München, München (Kreis)",https://www.adzuna.de/land/ad/4537836368?se=GMHNX6DM7hG0aOMNCeDYeg&utm_medium=api&utm_source=16b1dafa&v=B88A850F8778ED5FDE9B3BA6A0F29AE428FCB937,2024-01-23 01:19:35+00:00,"Seit 1866 gilt unsere Leidenschaft der Technik und der Sicherheit. Innovationen beeinflussen unser Leben in vielfältiger Weise. Für die Sicherheit von Menschen und der Gesellschaft setzen wir uns jeden Tag aufs Neue ein und schaffen Vertrauen in neue Technologien. Wir sind Teil des Fortschritts. Wir beraten, wir prüfen, wir zertifizieren. Wir handeln aus Überzeugung, gestalten schon heute die Welt von morgen – setzen Zeichen. Wir nehmen die Zukunft in die Hand. Wir sind TÜV SÜD – mehr als 26.00…",Beraterstellen,Adzuna
Amazon Europe Core,Senior Delivery Service Partners (DSP) Insights Manager,"München, München (Kreis)",https://www.adzuna.de/land/ad/4567208226?se=GMHNX6DM7hG0aOMNCeDYeg&utm_medium=api&utm_source=16b1dafa&v=AB5C3F4D2829D59EAD0A793FC2D61C5DD09D2AFC,2024-02-13 13:30:09+00:00,"At Amazon, we're working to be the most customer-centric company on earth. One customer experience that we're constantly taking to new levels is how we fulfill and deliver customers' orders. Our goal is to delight our customers by delivering their packages quickly and accurately, anywhere in the world. To meet this goal, Amazon is continually striving to innovate and provide best-in-class service levels by pioneering new products and services in the last mile delivery space. Come join the team …",Stellen aus Logistik & Lagerhaltung,Adzuna
Atruvia AG,"Werkstudent Data Science (m/w/d) - für einen Zeitraum von mindestens 6 Monaten - Datenbankentwicklung/BI, Ingenieur","Aschheim, München (Kreis)",https://www.adzuna.de/details/4567065323?utm_medium=api&utm_source=16b1dafa,2024-02-13 11:35:25+00:00,Wir sind der Digitalisierungspartner in der genossenschaftlichen FinanzGruppe und vereinen jahrzehntelanges Expertenwissen in Banking und Informationstechnologie. Die speziell auf Banken zugeschnittenen IT-Lösungen und Leistungen reichen vom Rechenzentrumsbetrieb über das Bankverfahren von Atruvia bis hin zur App Entwicklung. Dabei nutzen wir zukunftsweisende Technologien wie Smart Data und schreiben Prozessoptimierung und Regulatorik groß. Nachhaltigkeit ist unser strategisches Unternehmenszi…,Stellen für Hochschulabsolventen,Adzuna
BMW Group,System Integrationsmanager (w/m/x),"München, München (Kreis)",https://www.adzuna.de/land/ad/4567936645?se=GMHNX6DM7hG0aOMNCeDYeg&utm_medium=api&utm_source=16b1dafa&v=C6ABC9510F00B288EBC109EAF29FA91B48CA1BF8,2024-02-14 01:23:12+00:00,"Mit unseren Marken BMW, MINI, Rolls-Royce und BMW Motorrad sind wir einer der weltweit führenden Premium-Hersteller von Automobilen sowie Motorrädern und darüber hinaus Anbieter von Premium-Finanz- und Mobilitätsdienstleistungen. Für den Unternehmensbereich Engineering am Standort München suchen wir Sie als System Integrationsmanager (w/m/x) Aufgaben DATEN ZUM LAUFEN BRINGEN. TEILEN SIE IHRE LEIDENSCHAFT. Daten sind nichts ohne die kreativen Köpfe, die Fakten in Innovationen verwandeln. Unsere …",IT-Stellen,Adzuna
