title,company,location,day_before_posts_de,day_before_posts_en,job_posted,link
Data Scientist (m/w/d),DAT Deutsche Automobil Treuhand GmbH,Ostfildern,vor 2 Tagen,2 days ago,2024-02-19,https://www.stepstone.de/stellenangebote--Data-Scientist-m-w-d-Ostfildern-DAT-Deutsche-Automobil-Treuhand-GmbH--10754690-inline.html
Mathematiker / Informatiker als Data Scientist (w/m/d),COUNT+CARE GmbH & Co. KG,Darmstadt bei Frankfurt am Main,vor 2 Tagen,2 days ago,2024-02-19,https://www.stepstone.de/stellenangebote--Mathematiker-Informatiker-als-Data-Scientist-w-m-d-Darmstadt-bei-Frankfurt-am-Main-COUNT-CARE-GmbH-Co-KG--10753593-inline.html
Senior Data Scientist Advanced Analytics & AI im Bereich Procurement (w/m/d),Mercedes - Benz AG,Böblingen,vor 10 Stunden,10 hours ago,2024-02-21,https://www.stepstone.de/stellenangebote--Senior-Data-Scientist-Advanced-Analytics-AI-im-Bereich-Procurement-w-m-d-Boeblingen-Mercedes-Benz-AG--10393150-inline.html
Senior Data Scientist Advanced Analytics & AI in Procurement (f/m/d),Mercedes - Benz AG,Böblingen,vor 5 Stunden,5 hours ago,2024-02-21,https://www.stepstone.de/stellenangebote--Senior-Data-Scientist-Advanced-Analytics-AI-in-Procurement-f-m-d-Boeblingen-Mercedes-Benz-AG--10393151-inline.html
"Wissenschaftliche Mitarbeiterin / Wissenschaftlicher Mitarbeiter (m/w/d) (Uni-Diplom / Master) der Fachrichtung Informatik, Data Scientist oder vergleichbar als Referentin / Referent (m/w/d)",Eisenbahn-Bundesamt (EBA),"Bonn, Dresden",vor 4 Tagen,4 days ago,2024-02-17,https://www.stepstone.de/stellenangebote--Wissenschaftliche-Mitarbeiterin-Wissenschaftlicher-Mitarbeiter-m-w-d-Uni-Diplom-Master-der-Fachrichtung-Informatik-Data-Scientist-oder-vergleichbar-als-Referentin-Referent-m-w-d-Bonn-Dresden-Eisenbahn-Bundesamt-EBA--10665960-inline.html
(Senior) Data Scientist (m/w/d),RTL Deutschland GmbH,Köln,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Senior-Data-Scientist-m-w-d-Koeln-RTL-Deutschland-GmbH--10727279-inline.html
Data Scientist*in Einnahmesicherung und Auskehr (d/m/w),Toll Collect GmbH,Berlin,vor 5 Tagen,5 days ago,2024-02-16,https://www.stepstone.de/stellenangebote--Data-Scientistin-Einnahmesicherung-und-Auskehr-d-m-w-Berlin-Toll-Collect-GmbH--10561243-inline.html
Steinbeis Student - Project Support and Data Analyst (f/m/x),ZEISS,Aalen,vor 1 Tag,1 day ago,2024-02-20,https://www.stepstone.de/stellenangebote--Steinbeis-Student-Project-Support-and-Data-Analyst-f-m-x-Aalen-ZEISS--10384770-inline.html
Senior Data Engineer Advanced Analytics & AI im Bereich Procurement (w/m/d),Mercedes - Benz AG,Böblingen,vor 1 Stunde,1 hour ago,2024-02-21,https://www.stepstone.de/stellenangebote--Senior-Data-Engineer-Advanced-Analytics-AI-im-Bereich-Procurement-w-m-d-Boeblingen-Mercedes-Benz-AG--10393155-inline.html
Senior Data Engineer Advanced Analytics & AI in Procurement (f/m/x),Mercedes - Benz AG,Böblingen,vor 8 Stunden,8 hours ago,2024-02-21,https://www.stepstone.de/stellenangebote--Senior-Data-Engineer-Advanced-Analytics-AI-in-Procurement-f-m-x-Boeblingen-Mercedes-Benz-AG--10393157-inline.html
Data Scientist Predictive Maintenance (f/m/d),Heidelberg Materials AG,Heidelberg,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Data-Scientist-Predictive-Maintenance-f-m-d-Heidelberg-Heidelberg-Materials-AG--10739065-inline.html
Data Analyst / Scientist (m/w/d),Wörwag Pharma GmbH & Co. KG,Böblingen,vor 1 Tag,1 day ago,2024-02-20,https://www.stepstone.de/stellenangebote--Data-Analyst-Scientist-m-w-d-Boeblingen-Woerwag-Pharma-GmbH-Co-KG--10761651-inline.html
Senior Data Scientist (m/w/d),Hellmann Worldwide Logistics SE & Co. KG,"bundesweit, Home-Office",vor 5 Tagen,5 days ago,2024-02-16,https://www.stepstone.de/stellenangebote--Senior-Data-Scientist-m-w-d-bundesweit-Home-Office-Hellmann-Worldwide-Logistics-SE-Co-KG--10543927-inline.html
Data Scientist (m/w/d),efcom gmbh,Neu Isenburg,vor 2 Tagen,2 days ago,2024-02-19,https://www.stepstone.de/stellenangebote--Data-Scientist-m-w-d-Neu-Isenburg-efcom-gmbh--10755261-inline.html
Associate Data Scientist (m/f/d),ProSiebenSat.1 Careers,"München, Berlin",vor 6 Tagen,6 days ago,2024-02-15,https://www.stepstone.de/stellenangebote--Associate-Data-Scientist-m-f-d-Muenchen-Berlin-ProSiebenSat-1-Careers--10742898-inline.html
Data Scientist (mwd),HMS Analytical Software GmbH,"Heidelberg, Berlin, Ulm",vor 6 Tagen,6 days ago,2024-02-15,https://www.stepstone.de/stellenangebote--Data-Scientist-mwd-Heidelberg-Berlin-Ulm-HMS-Analytical-Software-GmbH--10046603-inline.html
Business Analyst (m/w/d) E-Commerce,S.OLIVER GROUP,Rottendorf,vor 1 Tag,1 day ago,2024-02-20,https://www.stepstone.de/stellenangebote--Business-Analyst-m-w-d-E-Commerce-Rottendorf-S-OLIVER-GROUP--10761417-inline.html
Data Scientist (w⁠/⁠m⁠/⁠d),Universitätsklinikum Ulm,Ulm,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Data-Scientist-w-m-d-Ulm-Universitaetsklinikum-Ulm--10726756-inline.html
Werkstudent Data Quality Reporting/ Data Analytics (m/w/d),Deutsche Pfandbriefbank AG,Garching bei München,vor 1 Tag,1 day ago,2024-02-20,https://www.stepstone.de/stellenangebote--Werkstudent-Data-Quality-Reporting-Data-Analytics-m-w-d-Garching-bei-Muenchen-Deutsche-Pfandbriefbank-AG--10753297-inline.html
Projektmanager / Product Owner Artificial Intelligence for Forecasting (m/w/d),Schwarz Dienstleistungen,Neckarsulm,vor 2 Tagen,2 days ago,2024-02-19,https://www.stepstone.de/stellenangebote--Projektmanager-Product-Owner-Artificial-Intelligence-for-Forecasting-m-w-d-Neckarsulm-Schwarz-Dienstleistungen--10751969-inline.html
Product Owner SaaS (m/w/d),Maven360 GmbH,München,vor 19 Stunden,19 hours ago,2024-02-20,https://www.stepstone.de/stellenangebote--Product-Owner-SaaS-m-w-d-Muenchen-Maven360-GmbH--10762937-inline.html
Senior Experte / Senior Expertin (w/m/d) im Aufgabengebiet Telekommunikationsüberwachung,Generalzolldirektion,Köln,vor 5 Tagen,5 days ago,2024-02-16,https://www.stepstone.de/stellenangebote--Senior-Experte-Senior-Expertin-w-m-d-im-Aufgabengebiet-Telekommunikationsueberwachung-Koeln-Generalzolldirektion--10659669-inline.html
Machine Learning Engineer (f/m/d) - onsite or remote / home office,1&1 Mail & Media,"Karlsruhe, Home-Office",vor 6 Tagen,6 days ago,2024-02-15,https://www.stepstone.de/stellenangebote--Machine-Learning-Engineer-f-m-d-onsite-or-remote-home-office-Karlsruhe-Home-Office-11-Mail-Media--10739322-inline.html
Praktikum im Bereich Diagnose ab Mai 2024,Daimler Truck AG,Stuttgart,vor 7 Stunden,7 hours ago,2024-02-21,https://www.stepstone.de/stellenangebote--Praktikum-im-Bereich-Diagnose-ab-Mai-2024-Stuttgart-Daimler-Truck-AG--10392190-inline.html
Data Scientist (m/w/d),ACONEXT,Stuttgart,vor 2 Wochen,2 weeks ago,2024-02-07,https://www.stepstone.de/stellenangebote--Data-Scientist-m-w-d-Stuttgart-ACONEXT--10114766-inline.html
Statistiker/ Biostatistiker/ Mathematiker/ Biometriker (m/w/d),DATAMAP GmbH,Freiburg,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Statistiker-Biostatistiker-Mathematiker-Biometriker-m-w-d-Freiburg-DATAMAP-GmbH--10718661-inline.html
Senior Scientist - Integrated Coating Processes (m/f/x),tesa SE,"Hamburg, Norderstedt",vor 4 Tagen,4 days ago,2024-02-17,https://www.stepstone.de/stellenangebote--Senior-Scientist-Integrated-Coating-Processes-m-f-x-Hamburg-Norderstedt-tesa-SE--10284033-inline.html
Junior Analyst Customer Service (m/w/d),"Peek & Cloppenburg KG, Düsseldorf",Düsseldorf,vor 6 Tagen,6 days ago,2024-02-15,https://www.stepstone.de/stellenangebote--Junior-Analyst-Customer-Service-m-w-d-Duesseldorf-Peek-Cloppenburg-KG-Duesseldorf--10744117-inline.html
Werkstudent (m/w/d) - KI/Digitalisierung,Optical Refurbishment Center GmbH,Bruchsal,vor 2 Tagen,2 days ago,2024-02-19,https://www.stepstone.de/stellenangebote--Werkstudent-m-w-d-KI-Digitalisierung-Bruchsal-Optical-Refurbishment-Center-GmbH--10752324-inline.html
Senior Digital Product and Project Manager,Boehringer Ingelheim,Ingelheim,vor 6 Stunden,6 hours ago,2024-02-21,https://www.stepstone.de/stellenangebote--Senior-Digital-Product-and-Project-Manager-Ingelheim-Boehringer-Ingelheim--10703440-inline.html
Data Scientist Erfahrungsanalysen,Hannover Rück SE,Hannover,vor 2 Wochen,2 weeks ago,2024-02-07,https://www.stepstone.de/stellenangebote--Data-Scientist-Erfahrungsanalysen-Hannover-Hannover-Rueck-SE--10497114-inline.html
Leiterin / Leiter für die Abteilung Statistik (w/m/d),Landeshauptstadt Wiesbaden,Wiesbaden,vor 5 Tagen,5 days ago,2024-02-16,https://www.stepstone.de/stellenangebote--Leiterin-Leiter-fuer-die-Abteilung-Statistik-w-m-d-Wiesbaden-Landeshauptstadt-Wiesbaden--10746755-inline.html
Data Scientist Digitale Energielösungen (m/w/d),Bayernwerk Netz GmbH,"Regensburg, München",vor 2 Wochen,2 weeks ago,2024-02-07,https://www.stepstone.de/stellenangebote--Data-Scientist-Digitale-Energieloesungen-m-w-d-Regensburg-Muenchen-Bayernwerk-Netz-GmbH--10711916-inline.html
"Senior Manager, Ads Measurement - Germany",Netflix Services Germany GmbH,"Berlin, Germany",vor 2 Tagen,2 days ago,2024-02-19,https://www.stepstone.de/stellenangebote--Senior-Manager-Ads-Measurement-Germany-Berlin-Germany-Netflix-Services-Germany-GmbH--10371840-inline.html
Dr. rer. nat. Physik / Mathematik - Numerische Simulation & Algorithmik (m/w/d),Professional Scientists GmbH & Co. KG,"Stuttgart, München, Friedrichshafen",vor 1 Tag,1 day ago,2024-02-20,https://www.stepstone.de/stellenangebote--Dr-rer-nat-Physik-Mathematik-Numerische-Simulation-Algorithmik-m-w-d-Stuttgart-Muenchen-Friedrichshafen-Professional-Scientists-GmbH-Co-KG--10424513-inline.html
Senior Kundenberater Software & Datenanalyse (m/w/d),DILAX Intelcom GmbH,Berlin,vor 1 Tag,1 day ago,2024-02-20,https://www.stepstone.de/stellenangebote--Senior-Kundenberater-Software-Datenanalyse-m-w-d-Berlin-DILAX-Intelcom-GmbH--10444627-inline.html
(Senior) AI Engineer (f/m/d) for Sustainability Data Fabric,SAP SE,"Walldorf, DE, 69190",vor 2 Tagen,2 days ago,2024-02-19,https://www.stepstone.de/stellenangebote--Senior-AI-Engineer-f-m-d-for-Sustainability-Data-Fabric-Walldorf-DE-69190-SAP-SE--10371896-inline.html
Consultant with Focus Area Applied Machine Learning (f/m/d),SAP SE,"Eschborn, DE, 65760",vor 2 Tagen,2 days ago,2024-02-19,https://www.stepstone.de/stellenangebote--Consultant-with-Focus-Area-Applied-Machine-Learning-f-m-d-Eschborn-DE-65760-SAP-SE--10371884-inline.html
Praktikum: IT Prozessautomatisierung im Bereich Logistik,Bosch Gruppe,Eisenach,vor 1 Tag,1 day ago,2024-02-20,https://www.stepstone.de/stellenangebote--Praktikum-IT-Prozessautomatisierung-im-Bereich-Logistik-Eisenach-Bosch-Gruppe--9161442-inline.html
Data Analyst (gn) Netzwirtschaft,Westfalen Weser Netz GmbH,Paderborn,vor 6 Tagen,6 days ago,2024-02-15,https://www.stepstone.de/stellenangebote--Data-Analyst-gn-Netzwirtschaft-Paderborn-Westfalen-Weser-Netz-GmbH--10652044-inline.html
Experte Generative AI & Natural Language Processing im Mercedes-Benz Management Consulting (w/m/d),Mercedes - Benz AG,Sindelfingen,vor 1 Tag,1 day ago,2024-02-20,https://www.stepstone.de/stellenangebote--Experte-Generative-AI-Natural-Language-Processing-im-Mercedes-Benz-Management-Consulting-w-m-d-Sindelfingen-Mercedes-Benz-AG--9899961-inline.html
Analyst:in / Mathematiker:in / Data Scientist (m/w/d),enervis energy advisors GmbH,Berlin,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Analyst-in-Mathematiker-in-Data-Scientist-m-w-d-Berlin-enervis-energy-advisors-GmbH--10611389-inline.html
Data Scientist (m/w/d),Canada Life Assurance Europe plc,Köln,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Data-Scientist-m-w-d-Koeln-Canada-Life-Assurance-Europe-plc--10544510-inline.html
Senior Manager Portfolio Content Strategy (m/w/d),ProSiebenSat.1 Careers,München,vor 1 Tag,1 day ago,2024-02-20,https://www.stepstone.de/stellenangebote--Senior-Manager-Portfolio-Content-Strategy-m-w-d-Muenchen-ProSiebenSat-1-Careers--10691802-inline.html
Referent:in im Bereich Digitalisierungsstrategie,Universität Hamburg,Hamburg,vor 1 Tag,1 day ago,2024-02-20,https://www.stepstone.de/stellenangebote--Referent-in-im-Bereich-Digitalisierungsstrategie-Hamburg-Universitaet-Hamburg--10690700-inline.html
Consultant Telecommunications (m/w/d),Sopra Steria,"Berlin, Frankfurt am Main, Hamburg, Köln, Leipzig, München",vor 2 Tagen,2 days ago,2024-02-19,https://www.stepstone.de/stellenangebote-beta--Consultant-Telecommunications-m-w-d-Berlin-Frankfurt-am-Main-Hamburg-Koeln-Leipzig-Muenchen-Sopra-Steria--9144952-inline.html
"Senior Web-/Software-Entwickler Backend (PHP, Java) (m/w/d)",RSU GmbH,"Ulm, Bretten, Home-Office",vor 3 Tagen,3 days ago,2024-02-18,https://www.stepstone.de/stellenangebote-beta--Senior-Web-Software-Entwickler-Backend-PHP-Java-m-w-d-Ulm-Bretten-Home-Office-RSU-GmbH--10160840-inline.html
Data Scientist (m/w/d),thyssenkrupp Marine Systems GmbH,Kiel,vor 2 Wochen,2 weeks ago,2024-02-07,https://www.stepstone.de/stellenangebote-beta--Data-Scientist-m-w-d-Kiel-thyssenkrupp-Marine-Systems-GmbH--10711070-inline.html
 SAP Signavio - Process Mining (Senior) Consultant (m/f/d),SAP SE,"Walldorf, DE, 69190",vor 2 Tagen,2 days ago,2024-02-19,https://www.stepstone.de/stellenangebote-beta--SAP-Signavio-Process-Mining-Senior-Consultant-m-f-d-Walldorf-DE-69190-SAP-SE--10371776-inline.html
Data Scientist Industry 4.0 (m/f/x),ZEISS,"München, Oberkochen (Baden-Württemberg)",vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote-beta--Data-Scientist-Industry-4-0-m-f-x-Muenchen-Oberkochen-Baden-Wuerttemberg-ZEISS--9057327-inline.html
Projektmanager AI Award IPAI (m/w/d),Schwarz Dienstleistungen,Heilbronn,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote-beta--Projektmanager-AI-Award-IPAI-m-w-d-Heilbronn-Schwarz-Dienstleistungen--10736177-inline.html
Data Architect - M365 & Exchange & E-Discovery (f/m/x),BMW Group,München,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote-beta--Data-Architect-M365-Exchange-E-Discovery-f-m-x-Muenchen-BMW-Group--10650705-inline.html
Administrator*in IT-Datenmanagement (m/w/d),Stadt Mannheim,Mannheim,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote-beta--Administratorin-IT-Datenmanagement-m-w-d-Mannheim-Stadt-Mannheim--10732348-inline.html
Werkstudententätigkeit im Bereich Big Data & AI ab April 2024,Mercedes - Benz AG,Böblingen,vor 1 Tag,1 day ago,2024-02-20,https://www.stepstone.de/stellenangebote-beta--Werkstudententaetigkeit-im-Bereich-Big-Data-AI-ab-April-2024-Boeblingen-Mercedes-Benz-AG--10763251-inline.html
Produktingenieur*in (d/m/w) Business Steering,ams-OSRAM International GmbH,Regensburg,vor 4 Tagen,4 days ago,2024-02-17,https://www.stepstone.de/stellenangebote-beta--Produktingenieurin-d-m-w-Business-Steering-Regensburg-ams-OSRAM-International-GmbH--10672970-inline.html
Gruppenleiter*in Data Efficient Automated Learning – Forschungsinstitut,Fraunhofer-Institut für Integrierte Schaltungen IIS,München,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote-beta--Gruppenleiterin-Data-Efficient-Automated-Learning-Forschungsinstitut-Muenchen-Fraunhofer-Institut-fuer-Integrierte-Schaltungen-IIS--10731158-inline.html
Werkstudent (w/m/d) - Customer Intelligence Analysis,1&1,"Karlsruhe, Düsseldorf, Maintal, Montabaur",vor 2 Tagen,2 days ago,2024-02-19,https://www.stepstone.de/stellenangebote-beta--Werkstudent-w-m-d-Customer-Intelligence-Analysis-Karlsruhe-Duesseldorf-Maintal-Montabaur-11--10754172-inline.html
Data Scientist (w/m/d),HUK-COBURG Versicherungsgruppe,Coburg,vor 2 Wochen,2 weeks ago,2024-02-07,https://www.stepstone.de/stellenangebote-beta--Data-Scientist-w-m-d-Coburg-HUK-COBURG-Versicherungsgruppe--10602683-inline.html
Data Scientist (m/w/d),EOS Deutscher Inkasso-Dienst,Hamburg,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote-beta--Data-Scientist-m-w-d-Hamburg-EOS-Deutscher-Inkasso-Dienst--10732657-inline.html
Data Governance Analyst (all gender) (m/w/d),KWS Group,Einbeck,vor 1 Tag,1 day ago,2024-02-20,https://www.stepstone.de/stellenangebote-beta--Data-Governance-Analyst-all-gender-m-w-d-Einbeck-KWS-Group--10754881-inline.html
Werkstudent:in Risk Data & Analytics,Viridium Gruppe,Neu-Isenburg,vor 2 Tagen,2 days ago,2024-02-19,https://www.stepstone.de/stellenangebote-beta--Werkstudent-in-Risk-Data-Analytics-Neu-Isenburg-Viridium-Gruppe--10752929-inline.html
Lead Instructor (m/f/d) Data & Analytics Academy,Hapag-Lloyd AG,Hamburg,vor 5 Tagen,5 days ago,2024-02-16,https://www.stepstone.de/stellenangebote-beta--Lead-Instructor-m-f-d-Data-Analytics-Academy-Hamburg-Hapag-Lloyd-AG--10748869-inline.html
Data Scientist*in (m/w/d) im Kompetenzzentrum KI,Stadt Köln,Köln,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote-beta--Data-Scientistin-m-w-d-im-Kompetenzzentrum-KI-Koeln-Stadt-Koeln--10737677-inline.html
Werkstudent (w/m/d) - New Business Development | Customer Experience | Ideation,1&1,"Montabaur, Karlsruhe",vor 2 Tagen,2 days ago,2024-02-19,https://www.stepstone.de/stellenangebote-beta--Werkstudent-w-m-d-New-Business-Development-Customer-Experience-Ideation-Montabaur-Karlsruhe-11--10752532-inline.html
"Koordination / zentraler technischer Ansprechpartner (w/m/d) mit dem Schwerpunkt TKÜ-Netzwerke, Gerätemanagement, Lizenzmanagement und Kryptomanagement",Generalzolldirektion,Köln,vor 5 Tagen,5 days ago,2024-02-16,https://www.stepstone.de/stellenangebote-beta--Koordination-zentraler-technischer-Ansprechpartner-w-m-d-mit-dem-Schwerpunkt-TKUe-Netzwerke-Geraetemanagement-Lizenzmanagement-und-Kryptomanagement-Koeln-Generalzolldirektion--10659541-inline.html
Projektmanager Data Analytics & Development (m/w/d),Mesago Messe Frankfurt GmbH,Stuttgart,vor 2 Wochen,2 weeks ago,2024-02-07,https://www.stepstone.de/stellenangebote-beta--Projektmanager-Data-Analytics-Development-m-w-d-Stuttgart-Mesago-Messe-Frankfurt-GmbH--10705529-inline.html
Praktikant Customer Data Insights (m/w/d),ALDI SÜD Dienstleistungs-SE & Co. oHG,Mülheim an der Ruhr,vor 5 Tagen,5 days ago,2024-02-16,https://www.stepstone.de/stellenangebote-beta--Praktikant-Customer-Data-Insights-m-w-d-Muelheim-an-der-Ruhr-ALDI-SUED-Dienstleistungs-SE-Co-oHG--10666171-inline.html
Berufseinstieg für Mathematiker/MINT Absolventen als Aktuar / Data Scientist (m/w/d),AXA Konzern AG,Köln,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote-beta--Berufseinstieg-fuer-Mathematiker-MINT-Absolventen-als-Aktuar-Data-Scientist-m-w-d-Koeln-AXA-Konzern-AG--10651200-inline.html
(Senior) Data Engineer - IoT (m/f/d),AP Sensing GmbH,Böblingen,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote-beta--Senior-Data-Engineer-IoT-m-f-d-Boeblingen-AP-Sensing-GmbH--10233612-inline.html
Werkstudent Market Intelligence und Analytics (m/w/d),BITZER Kühlmaschinenbau GmbH,Sindelfingen,vor 5 Tagen,5 days ago,2024-02-16,https://www.stepstone.de/stellenangebote-beta--Werkstudent-Market-Intelligence-und-Analytics-m-w-d-Sindelfingen-BITZER-Kuehlmaschinenbau-GmbH--10658675-inline.html
(Senior) Data Engineer - IoT (m/f/d),AP Sensing GmbH,Böblingen,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Senior-Data-Engineer-IoT-m-f-d-Boeblingen-AP-Sensing-GmbH--10233612-inline.html
Data Platform Architect & Engineer (m/w/d),SMIGHT GmbH,Karlsruhe,vor 6 Tagen,6 days ago,2024-02-15,https://www.stepstone.de/stellenangebote--Data-Platform-Architect-Engineer-m-w-d-Karlsruhe-SMIGHT-GmbH--10659735-inline.html
Risikocontroller (m/w/d),LBBW Asset Management Investmentgesellschaft mbH,Stuttgart,vor 5 Tagen,5 days ago,2024-02-16,https://www.stepstone.de/stellenangebote--Risikocontroller-m-w-d-Stuttgart-LBBW-Asset-Management-Investmentgesellschaft-mbH--10665170-inline.html
